0,Condition,Drugname,Value
571,"Asthma, Maintenance",Alvesco,0.153336527
572,"Asthma, Maintenance",Asmanex Twisthaler,0.242499799
573,"Asthma, Maintenance",Beclomethasone,0.140531365
574,"Asthma, Maintenance",Breo Ellipta,0.104392777
575,"Asthma, Maintenance",Budesonide,0.094750633
576,"Asthma, Maintenance",Budesonide / formoterol,0
577,"Asthma, Maintenance",Ciclesonide,0.18656493
578,"Asthma, Maintenance",Cromolyn,0.146478252
579,"Asthma, Maintenance",Dulera,0.114077443
580,"Asthma, Maintenance",Flovent HFA,0.156948879
581,"Asthma, Maintenance",Fluticasone,0.058765758
582,"Asthma, Maintenance",Fluticasone / salmeterol,0.183289406
583,"Asthma, Maintenance",Fluticasone / vilanterol,0.065532405
584,"Asthma, Maintenance",Foradil Aerolizer,0.257604202
585,"Asthma, Maintenance",Intal,0.011355502
586,"Asthma, Maintenance",Intal Inhaler,0.177253912
587,"Asthma, Maintenance",Levalbuterol,0.049662866
588,"Asthma, Maintenance",Metaproterenol,0.068116253
589,"Asthma, Maintenance",Methylprednisolone,0.056779962
590,"Asthma, Maintenance",Mometasone,0.401946439
591,"Asthma, Maintenance",Montelukast,0.270117651
592,"Asthma, Maintenance",Omalizumab,0.397547275
593,"Asthma, Maintenance",ProAir HFA,0.034242056
594,"Asthma, Maintenance",Proventil,0.158084499
595,"Asthma, Maintenance",Pulmicort Respules,0.07857364
596,"Asthma, Maintenance",Pulmicort Turbuhaler,0.190440207
597,"Asthma, Maintenance",Qvar,0.083984668
598,"Asthma, Maintenance",Salmeterol,0
599,"Asthma, Maintenance",Singulair,0.356316111
600,"Asthma, Maintenance",Symbicort,0.314002435
601,"Asthma, Maintenance",Uniphyl,0.295251574
602,"Asthma, Maintenance",Ventolin,0.272277507
603,"Asthma, Maintenance",Ventolin HFA,0.193135364
604,"Asthma, Maintenance",Xolair,0.276268608
605,"Asthma, Maintenance",Xopenex,0.13893394
606,"Asthma, Maintenance",Zafirlukast,0.124980429
607,"Asthma, acute",Albuterol,0.274425137
608,"Asthma, acute",Asthmanefrin,0.114076301
609,"Asthma, acute",Ephedrine,0.436127789
610,"Asthma, acute",Epinephrine,0.461829951
611,"Asthma, acute",Levalbuterol,0.32521501
612,"Asthma, acute",Maxair Autohaler,0.0678264
613,"Asthma, acute",Medrol Dosepak,0.73377551
614,"Asthma, acute",Methylprednisolone,1.667650846
615,"Asthma, acute",Prednisolone,1.242223396
616,"Asthma, acute",Primatene Mist,0.306243397
617,"Asthma, acute",ProAir HFA,0.153261239
618,"Asthma, acute",ProAir RespiClick,0.149098126
619,"Asthma, acute",Proventil HFA,0.896032844
620,"Asthma, acute",Quibron-T,0.062509661
621,"Asthma, acute",Racepinephrine,0.193012708
622,"Asthma, acute",Theophylline,0.334992723
623,"Asthma, acute",Ventolin,0.347665219
624,"Asthma, acute",Vospire ER,0.742066448
625,"Asthma, acute",Xopenex,0.410933886
626,"Asthma, acute",Xopenex HFA,0.023370517
627,Asystole,Sodium bicarbonate,0.970433176
628,Atherosclerosis,Crestor,39.47598546
629,Atopic Dermatitis,Betamethasone,0.575823027
630,Atopic Dermatitis,Clobetasol,0.560570063
631,Atopic Dermatitis,Clobex,1.526885436
632,Atopic Dermatitis,Clocortolone,0.034394169
633,Atopic Dermatitis,Cloderm,0.026701861
634,Atopic Dermatitis,Crisaborole,0.526440896
635,Atopic Dermatitis,Desonide,0.806062963
636,Atopic Dermatitis,Dupilumab,0.368454031
637,Atopic Dermatitis,Dupixent,0.769647989
638,Atopic Dermatitis,Elidel,0.480918423
639,Atopic Dermatitis,Elocon,1.01840602
640,Atopic Dermatitis,Eucrisa,0.529791193
641,Atopic Dermatitis,Fluocinonide,0.211846084
642,Atopic Dermatitis,Hydrocortisone,0.037945437
643,Atopic Dermatitis,Kenalog,0.915847037
644,Atopic Dermatitis,Olux-E,0.610093425
645,Atopic Dermatitis,Pimecrolimus,0.30327378
646,Atopic Dermatitis,Protopic,0.875839553
647,Atopic Dermatitis,Tacrolimus,0.649707255
648,Atopic Dermatitis,Triamcinolone,0.70730409
649,Atrial Fibrillation,Cardizem,2.625690394
650,Atrial Fibrillation,Cardizem CD,0.307083754
651,Atrial Fibrillation,Cardizem LA,0.64776989
652,Atrial Fibrillation,Cartia XT,2.710765375
653,Atrial Fibrillation,Carvedilol,0.286156687
654,Atrial Fibrillation,Dilt-XR,1.033256628
655,Atrial Fibrillation,Diltiazem,1.387811058
656,Atrial Fibrillation,Dronedarone,0.629679737
657,Atrial Fibrillation,Flecainide,0.989722626
658,Atrial Fibrillation,Metoprolol,0.683441933
659,Atrial Fibrillation,Multaq,0.895137618
660,Atrial Fibrillation,Propafenone,0.565906949
661,Atrial Fibrillation,Rivaroxaban,1.246075816
662,Atrial Fibrillation,Rythmol,0.912865937
663,Atrial Fibrillation,Rythmol SR,0.871937648
664,Atrial Fibrillation,Sotalol,0.973812755
665,Atrial Fibrillation,Sotalol Hydrochloride AF,2.190263591
666,Atrial Fibrillation,Tambocor,2.326236356
667,Atrial Fibrillation,Tiazac,0.7109549
668,Atrial Fibrillation,Toprol-XL,1.535134467
669,Atrial Fibrillation,Xarelto,0.552849677
670,Atrial Flutte,Betapace AF,0.511724396
671,Atrial Flutte,Cardizem,2.986467183
672,Atrial Flutte,Cardizem CD,7.193203211
673,Atrial Flutte,Diltiazem,3.39637573
674,Atrial Flutte,Dronedarone,2.609292027
675,Atrial Flutte,Flecainide,3.145658599
676,Atrial Flutte,Multaq,3.822260015
677,Atrial Flutte,Sotalol Hydrochloride AF,1.235514212
678,Atrophic Urethritis,Estrace Vaginal Cream,14.58582018
679,Atrophic Urethritis,Estradiol,0.907563
680,Atrophic Urethritis,Vagifem,14.58234032
681,Atrophic Vaginitis,Climara,2.070161457
682,Atrophic Vaginitis,Conjugated estrogens,1.596792057
683,Atrophic Vaginitis,Estrace Vaginal Cream,2.0091565
684,Atrophic Vaginitis,Estradiol,1.081506229
685,Atrophic Vaginitis,Estring,0.20725615
686,Atrophic Vaginitis,Premarin Vaginal,2.277720592
687,Atrophic Vaginitis,Vagifem,1.50784341
688,Atrophic Vaginitis,Yuvafem,0.38852737
689,Auditory Processing Disorde,Dexmethylphenidate,20.25278187
690,Auditory Processing Disorde,Focalin XR,41.32201287
691,Autism,Abilify,2.994148629
692,Autism,Aripiprazole,5.204176758
693,Autism,Effexor,2.338180759
694,Autism,Geodon,0.747056843
695,Autism,Risperdal,2.300625665
696,Autism,Risperdal M-Tab,1.909889282
697,Autism,Risperidone,1.770802906
698,Autism,Venlafaxine,1.64929187
699,Autism,Ziprasidone,0.229595472
700,Autoimmune Hemolytic Anemia,Prednisone,45.7567789
701,Autoimmune Hepatitis,Azathioprine,2.417939425
702,Autoimmune Hepatitis,Budesonide,6.972566354
703,Autoimmune Hepatitis,CellCept,10.92531385
704,Autoimmune Hepatitis,Imuran,12.9522704
705,Autoimmune Hepatitis,Mercaptopurine,1.715232894
706,Autoimmune Hepatitis,Mycophenolate mofetil,4.755253685
707,Avian Influenza,Tamiflu,29.97378498
708,B12 Nutritional Deficiency,Cyanocobalamin,115.8006763
709,Back Pain,Acetaminophen / hydrocodone,0.292699079
710,Back Pain,Acetaminophen / pamabrom,0.014626797
711,Back Pain,Aleve,0.281406054
712,Back Pain,Anaprox,0.073791414
713,Back Pain,Ansaid,0.098055229
714,Back Pain,Aspirin,0.144937042
715,Back Pain,Cataflam,0.463956352
716,Back Pain,Cymbalta,0.216635573
717,Back Pain,Diclofenac,0.214339293
718,Back Pain,Duloxetine,0.328291447
719,Back Pain,Excedrin Back & Body,0.079740447
720,Back Pain,Flurbiprofen,0.09660143
721,Back Pain,Ibuprofen,0.0356751
722,Back Pain,Indocin,0.078771389
723,Back Pain,Indomethacin,0.035974762
724,Back Pain,Ketoprofen,0.074890562
725,Back Pain,Lorcet 10 / 650,0.179967976
726,Back Pain,Lortab,0.15882839
727,Back Pain,Motrin,0.167632669
728,Back Pain,Motrin IB,0.178209988
729,Back Pain,Nabumetone,0.303689241
730,Back Pain,Naprelan,0.089444772
731,Back Pain,Naprosyn,0.384776332
732,Back Pain,Naproxen,0.179855911
733,Back Pain,Norco,0.345317737
734,Back Pain,Orudis,0.053693077
735,Back Pain,Relafen,0.913951586
736,Back Pain,Ryzolt,0.257148459
737,Back Pain,Tramadol,0.297859403
738,Back Pain,Ultram,0.852029283
739,Back Pain,Ultram ER,0.322186232
740,Back Pain,Vicodin,0.329649927
741,Back Pain,Vicodin ES,0.223141404
742,Back Pain,Voltaren,0.037943878
743,Back Pain,Zipsor,0.147795447
744,Bacteremia,Linezolid,48.48436117
745,Bacterial Endocarditis Prevention,Amoxicillin,10.60701784
746,Bacterial Endocarditis Prevention,Azithromycin,0
747,Bacterial Endocarditis Prevention,Cefazolin,0
748,Bacterial Endocarditis Prevention,Clindamycin,1.786484495
749,Bacterial Infection,Amoxicillin,0.118330228
750,Bacterial Infection,Amoxicillin / clavulanate,0.042610237
751,Bacterial Infection,Amoxil,0.162425361
752,Bacterial Infection,Augmentin,0.118391336
753,Bacterial Infection,Avelox,0.051145348
754,Bacterial Infection,Azithromycin,0.036731127
755,Bacterial Infection,Bactrim,0.027841356
756,Bacterial Infection,Bactrim DS,0.012274547
757,Bacterial Infection,Bicillin L-A,0
758,Bacterial Infection,Ceftriaxone,0.082847034
759,Bacterial Infection,Cefuroxime,0.028188316
760,Bacterial Infection,Cephalexin,0.094219053
761,Bacterial Infection,Chloramphenicol,0.007151489
762,Bacterial Infection,Cipro,0.066677853
763,Bacterial Infection,Ciprofloxacin,0.063766576
764,Bacterial Infection,Cleocin,0.177264589
765,Bacterial Infection,Clindamycin,0.111435404
766,Bacterial Infection,Doxy 100,0.031535124
767,Bacterial Infection,Doxycycline,0.157522422
768,Bacterial Infection,Flagyl,0.086455358
769,Bacterial Infection,Flagyl IV,0.035321052
770,Bacterial Infection,Garlic,0.069424518
771,Bacterial Infection,Keflex,0.21320392
772,Bacterial Infection,Levaquin,0.042197019
773,Bacterial Infection,Levofloxacin,0.045042445
774,Bacterial Infection,Lincocin,0.011785387
775,Bacterial Infection,Metronidazole,0.047791855
776,Bacterial Infection,Moxifloxacin,0.06723932
777,Bacterial Infection,Penicillin VK,0.010204063
778,Bacterial Infection,Penicillin g benzathine,0
779,Bacterial Infection,Penicillin v potassium,0
780,Bacterial Infection,Rocephin,0.123001352
781,Bacterial Infection,Septra DS,0.000182887
782,Bacterial Infection,Sulfamethoxazole / trimethoprim,0.037058264
783,Bacterial Infection,Vancomycin,0.097901912
784,Bacterial Infection,Zithromax,0.00495072
785,Bacterial Infection,Zyvox,0.029133213
786,Bacterial Skin Infection,Bacitracin / neomycin / polymyxin b,0.187700572
787,Bacterial Skin Infection,Bactrim,1.623570142
788,Bacterial Skin Infection,Bactrim DS,0.513671742
789,Bacterial Skin Infection,Polysporin First Aid Antibiotic Ointment,0.410702127
790,Bacterial Skin Infection,Sulfamethoxazole / trimethoprim,0.762031787
791,Bacterial Skin Infection,Triple Antibiotic,0
792,Bacterial Vaginitis,Cleocin Ovules,0.127251496
793,Bacterial Vaginitis,Clindamycin,0.124510958
794,Bacterial Vaginitis,Clindesse,0.084235172
795,Bacterial Vaginitis,Flagyl ER,0.138833179
796,Bacterial Vaginitis,MetroGel-Vaginal,0.154220984
797,Bacterial Vaginitis,Metronidazole,0.11516374
798,Bacterial Vaginitis,Tindamax,0.169775481
799,Bacterial Vaginitis,Tinidazole,0.122090501
800,Bacterial Vaginitis,Vandazole,0.28735184
801,Barrett's Esophagus,Dexilant,1.246588565
802,Barrett's Esophagus,Dexlansoprazole,1.105507951
803,Barrett's Esophagus,Esomeprazole,5.813867445
804,Barrett's Esophagus,Kapidex,1.097883898
805,Barrett's Esophagus,Lansoprazole,2.499646296
806,Barrett's Esophagus,Nexium,0.696170017
807,Barrett's Esophagus,Omeprazole,0.417247747
808,Barrett's Esophagus,Pantoprazole,2.959103405
809,Barrett's Esophagus,Prevacid,2.082979629
810,Barrett's Esophagus,Prilosec,4.655099809
811,Barrett's Esophagus,Protonix,8.420742817
812,Barrett's Esophagus,Protonix IV,3.15697069
813,Basal Cell Carcinoma,Aldara,4.04771605
814,Basal Cell Carcinoma,Carac,12.59340456
815,Basal Cell Carcinoma,Efudex,9.979291935
816,Basal Cell Carcinoma,Fluorouracil,4.905476655
817,Basal Cell Carcinoma,Imiquimod,1.713314698
818,Behcet's Disease,Adalimumab,1.991393745
819,Behcet's Disease,Enbrel,1.703864098
820,Behcet's Disease,Infliximab,17.97629678
821,Benign Essential Trem,Gabapentin,1.808880351
822,Benign Essential Trem,Inderal,2.665230672
823,Benign Essential Trem,Metoprolol,3.257275558
824,Benign Essential Trem,Neurontin,0.342714397
825,Benign Essential Trem,Primidone,1.76869634
826,Benign Essential Trem,Propranolol,2.933637152
827,Benign Essential Trem,Zonegran,0.830072701
828,Benign Essential Trem,Zonisamide,0.019279634
829,Benign Prostatic Hyperplasia,Alfuzosin,0.316951488
830,Benign Prostatic Hyperplasia,Avodart,0.647616291
831,Benign Prostatic Hyperplasia,Cardura XL,0.357288381
832,Benign Prostatic Hyperplasia,Cialis,0.964162029
833,Benign Prostatic Hyperplasia,Doxazosin,0.349355355
834,Benign Prostatic Hyperplasia,Dutasteride,0.756094154
835,Benign Prostatic Hyperplasia,Dutasteride / tamsulosin,0.178247703
836,Benign Prostatic Hyperplasia,Finasteride,0.191794568
837,Benign Prostatic Hyperplasia,Flomax,0.686737159
838,Benign Prostatic Hyperplasia,Hytrin,0.370312034
839,Benign Prostatic Hyperplasia,Jalyn,0.452655649
840,Benign Prostatic Hyperplasia,Minipress,0.085284109
841,Benign Prostatic Hyperplasia,Rapaflo,0.359756706
842,Benign Prostatic Hyperplasia,Saw palmetto,0.620533825
843,Benign Prostatic Hyperplasia,Silodosin,0.338075523
844,Benign Prostatic Hyperplasia,Tadalafil,1.001031592
845,Benign Prostatic Hyperplasia,Tamsulosin,0.555209291
846,Benign Prostatic Hyperplasia,Terazosin,0.266868464
847,Benign Prostatic Hyperplasia,Uroxatral,0.488042891
848,Benzodiazepine Withdrawal,Clonazepam,13.9344959
849,Benzodiazepine Withdrawal,Clonidine,2.49661237
850,Biliary Cirrhosis,Urso,54.91303482
851,Biliary Cirrhosis,Ursodiol,11.81205432
852,Binge Eating Disorde,Fluoxetine,1.059495248
853,Binge Eating Disorde,Lisdexamfetamine,1.758351892
854,Binge Eating Disorde,Vyvanse,1.526807502
855,Bipolar Disorde,Abilify,0.028034543
856,Bipolar Disorde,Aripiprazole,0.026799767
857,Bipolar Disorde,Armodafinil,0.038968866
858,Bipolar Disorde,Asenapine,0.039699218
859,Bipolar Disorde,Bupropion,0.028065282
860,Bipolar Disorde,Carbamazepine,0.033623124
861,Bipolar Disorde,Cariprazine,0.014831971
862,Bipolar Disorde,Citalopram,0.022644521
863,Bipolar Disorde,Clonazepam,0.04152312
864,Bipolar Disorde,Clonidine,0.011080699
865,Bipolar Disorde,Cymbalta,0.031455894
866,Bipolar Disorde,Depakote,0.049900577
867,Bipolar Disorde,Depakote ER,0.016509661
868,Bipolar Disorde,Desvenlafaxine,0.005629223
869,Bipolar Disorde,Divalproex sodium,0.040986939
870,Bipolar Disorde,Duloxetine,0.037688534
871,Bipolar Disorde,Effexor,0.044682072
872,Bipolar Disorde,Effexor XR,0.021114641
873,Bipolar Disorde,Epitol,0.023265005
874,Bipolar Disorde,Escitalopram,0.027124689
875,Bipolar Disorde,Eskalith,0.039075975
876,Bipolar Disorde,Eskalith-CR,0.043850725
877,Bipolar Disorde,Fanapt,0.003759236
878,Bipolar Disorde,Fluoxetine / olanzapine,0.037401093
879,Bipolar Disorde,Gabapentin,0.078503736
880,Bipolar Disorde,Geodon,0.022788722
881,Bipolar Disorde,Iloperidone,0.007753563
882,Bipolar Disorde,Invega,0.039583197
883,Bipolar Disorde,Klonopin,0.055109177
884,Bipolar Disorde,Klonopin Wafer,0.021857988
885,Bipolar Disorde,Lamictal,0.059660877
886,Bipolar Disorde,Lamotrigine,0.050008668
887,Bipolar Disorde,Latuda,0.050607362
888,Bipolar Disorde,Levetiracetam,0.010971566
889,Bipolar Disorde,Lexapro,0.017308704
890,Bipolar Disorde,Lithium,0.041552539
891,Bipolar Disorde,Lithobid,0.027084905
892,Bipolar Disorde,Lurasidone,0.050009364
893,Bipolar Disorde,Neurontin,0.066128437
894,Bipolar Disorde,Nuvigil,0.069424194
895,Bipolar Disorde,Olanzapine,0.035178103
896,Bipolar Disorde,Oxcarbazepine,0.051984281
897,Bipolar Disorde,Paliperidone,0.009938144
898,Bipolar Disorde,Perphenazine,0.010834069
899,Bipolar Disorde,Pristiq,0.017986981
900,Bipolar Disorde,Quetiapine,0.032515001
901,Bipolar Disorde,Risperdal,0.041906338
902,Bipolar Disorde,Risperdal Consta,0.011755644
903,Bipolar Disorde,Risperidone,0.031530274
904,Bipolar Disorde,Saphris,0.030708588
905,Bipolar Disorde,Seroquel,0.042716437
906,Bipolar Disorde,Seroquel XR,0.025641737
907,Bipolar Disorde,Sertraline,0.013083825
908,Bipolar Disorde,Symbyax,0.032435451
909,Bipolar Disorde,Tegretol,0.042833406
910,Bipolar Disorde,Tegretol XR,0.021644398
911,Bipolar Disorde,Topamax,0.06299808
912,Bipolar Disorde,Topiramate,0.062830298
913,Bipolar Disorde,Trilafon,0.016466928
914,Bipolar Disorde,Trileptal,0.075718988
915,Bipolar Disorde,Valproic acid,0.012239614
916,Bipolar Disorde,Venlafaxine,0.021098181
917,Bipolar Disorde,Vraylar,0.023931171
918,Bipolar Disorde,Wellbutrin,0.025873544
919,Bipolar Disorde,Wellbutrin XL,0.037229767
920,Bipolar Disorde,Ziprasidone,0.022571489
921,Bipolar Disorde,Zoloft,0.023479448
922,Bipolar Disorde,Zyprexa,0.040784916
923,Bipolar Disorde,Zyprexa Zydis,0.02548724
924,Birth Control,Alesse,0.001014606
925,Birth Control,Altavera,0.000957841
926,Birth Control,Alyacen 1 / 35,8.54E-06
927,Birth Control,Amethia,0.000203106
928,Birth Control,Amethia Lo,0.000193067
929,Birth Control,Amethyst,0.000161767
930,Birth Control,Apri,0.001086531
931,Birth Control,Ashlyna,0.000345087
932,Birth Control,Aubra,0.000315175
933,Birth Control,Aviane,0.001408961
934,Birth Control,Azurette,0.00091937
935,Birth Control,Balziva,1.74E-06
936,Birth Control,Beyaz,0.002777798
937,Birth Control,Blisovi 24 Fe,0.000445931
938,Birth Control,Blisovi Fe 1 / 20,0.00015834
939,Birth Control,Blisovi Fe 1.5 / 30,0.000957584
940,Birth Control,Camila,0.001188224
941,Birth Control,Camrese,0.000551729
942,Birth Control,Caziant,0.000289644
943,Birth Control,Chateal,0.000691612
944,Birth Control,Copper,0.00123951
945,Birth Control,Cryselle,0.00115131
946,Birth Control,Cyclafem 1 / 35,0.000179904
947,Birth Control,Cyclafem 7 / 7 / 7,0
948,Birth Control,Cyclessa,0.000825353
949,Birth Control,Cyred,0.000159953
950,Birth Control,Dasetta 1 / 35,0.000140743
951,Birth Control,Deblitane,0.00070941
952,Birth Control,Depo-Provera,0.001166164
953,Birth Control,Depo-Provera Contraceptive,0.001177789
954,Birth Control,Desogen,0.000870679
955,Birth Control,Desogestrel / ethinyl estradiol,0.000782645
956,Birth Control,Dienogest / estradiol,0.000882644
957,Birth Control,Drospirenone / ethinyl estradiol,0.001174007
958,Birth Control,Drospirenone / ethinyl estradiol / levomefolate calcium,0.001537406
959,Birth Control,Elinest,0.000936059
960,Birth Control,Enskyce,8.07E-05
961,Birth Control,Errin,0.001432519
962,Birth Control,Estarylla,0.000321887
963,Birth Control,Ethinyl estradiol / ethynodiol,0.000751262
964,Birth Control,Ethinyl estradiol / etonogestrel,0.000972793
965,Birth Control,Ethinyl estradiol / folic acid / levonorgestrel,0.00023407
966,Birth Control,Ethinyl estradiol / levonorgestrel,0.001175469
967,Birth Control,Ethinyl estradiol / norelgestromin,0.001553473
968,Birth Control,Ethinyl estradiol / norethindrone,0.001098258
969,Birth Control,Ethinyl estradiol / norgestimate,0.001213261
970,Birth Control,Ethinyl estradiol / norgestrel,0.001270286
971,Birth Control,Etonogestrel,0.000892318
972,Birth Control,Falmina,0.001001274
973,Birth Control,Femcon Fe,0.000780721
974,Birth Control,Generess Fe,0.001597394
975,Birth Control,Gianvi,0.001095368
976,Birth Control,Gildess 1 / 20,0
977,Birth Control,Gildess 1.5 / 30,0
978,Birth Control,Gildess 24 Fe,0
979,Birth Control,Gildess Fe 1 / 20,0.000772629
980,Birth Control,Gildess Fe 1.5 / 30,0.001860648
981,Birth Control,Heather,0.002038852
982,Birth Control,Implanon,0.001379845
983,Birth Control,Introvale,0.001962979
984,Birth Control,Jencycla,0.000845145
985,Birth Control,Jolessa,0.001024442
986,Birth Control,Jolivette,0.002323271
987,Birth Control,Juleber,0.000138801
988,Birth Control,Junel 1 / 20,0
989,Birth Control,Junel 1.5 / 30,0
990,Birth Control,Junel Fe 1 / 20,0.001153087
991,Birth Control,Junel Fe 1.5 / 30,0.000299345
992,Birth Control,Junel Fe 24,0.000127315
993,Birth Control,Kariva,0.000678574
994,Birth Control,Kyleena,0.000352962
995,Birth Control,Larin Fe 1 / 20,8.45E-05
996,Birth Control,Larissia,3.96E-05
997,Birth Control,Lessina,0.000217105
998,Birth Control,Levlen,0.000753939
999,Birth Control,Levonorgestrel,0.001589682
1000,Birth Control,Levora,0.000999435
1001,Birth Control,Liletta,0.0004868
1002,Birth Control,Lillow,0
1003,Birth Control,Lo / Ovral,0.00057828
1004,Birth Control,Lo / Ovral-28,0.00137053
1005,Birth Control,Lo Loestrin Fe,0.001532919
1006,Birth Control,LoSeasonique,0.000763432
1007,Birth Control,Loestrin 21 1 / 20,0.000412136
1008,Birth Control,Loestrin 24 Fe,0.001723036
1009,Birth Control,Lomedia 24 Fe,0
1010,Birth Control,Loryna,0.000298169
1011,Birth Control,Lutera,0.00172988
1012,Birth Control,Lybrel,0.005441992
1013,Birth Control,Lyza,0.001693749
1014,Birth Control,Marlissa,0.000609821
1015,Birth Control,Medroxyprogesterone,0.001040744
1016,Birth Control,Mestranol / norethindrone,4.51E-05
1017,Birth Control,Mibelas 24 Fe,0
1018,Birth Control,Microgestin 1 / 20,0.000987368
1019,Birth Control,Microgestin 1.5 / 30,0
1020,Birth Control,Microgestin Fe 1 / 20,0.001167301
1021,Birth Control,Microgestin Fe 1.5 / 30,0.000939654
1022,Birth Control,Minastrin 24 Fe,0.001174268
1023,Birth Control,Mircette,0.002928562
1024,Birth Control,Mirena,0.003030605
1025,Birth Control,Mono-Linyah,0.000313198
1026,Birth Control,Mononessa,0.001151327
1027,Birth Control,Natazia,0.001169615
1028,Birth Control,Necon 1 / 35,0.001832634
1029,Birth Control,Necon 1 / 50,0
1030,Birth Control,Nexplanon,0.000804505
1031,Birth Control,Nikki,0.00030797
1032,Birth Control,Nora-Be,0.00141904
1033,Birth Control,Norethindrone,0.001459518
1034,Birth Control,Nortrel 1 / 35,0.000270712
1035,Birth Control,NuvaRing,0.001554704
